target,location,truth_date,year_week,value,data_source
ARI incidence,BG,2023-06-18,2023-W24,311.6,ERVISS
ARI incidence,BG,2023-06-11,2023-W23,376.9,ERVISS
ARI incidence,BG,2023-06-04,2023-W22,349.3,ERVISS
ARI incidence,BG,2023-05-28,2023-W21,470.8,ERVISS
ARI incidence,BG,2023-05-21,2023-W20,437.9,ERVISS
ARI incidence,BG,2023-05-14,2023-W19,421.7,ERVISS
ARI incidence,BG,2023-05-07,2023-W18,461.1,ERVISS
ARI incidence,BG,2023-04-30,2023-W17,509.8,ERVISS
ARI incidence,BG,2023-04-23,2023-W16,498.3,ERVISS
ARI incidence,BG,2023-04-16,2023-W15,463.2,ERVISS
ARI incidence,BG,2023-04-09,2023-W14,552.8,ERVISS
ARI incidence,BG,2023-04-02,2023-W13,934.5,ERVISS
ARI incidence,BG,2023-03-26,2023-W12,1005.6,ERVISS
ARI incidence,BG,2023-03-19,2023-W11,1044.4,ERVISS
ARI incidence,BG,2023-03-12,2023-W10,1101.5,ERVISS
ARI incidence,BG,2023-03-05,2023-W09,969.9,ERVISS
ARI incidence,BG,2023-02-19,2023-W07,1288.1,ERVISS
ARI incidence,BG,2023-02-12,2023-W06,1309.0,ERVISS
ARI incidence,BG,2023-02-05,2023-W05,1324.0,ERVISS
ARI incidence,BG,2023-01-29,2023-W04,1634.2,ERVISS
ARI incidence,BG,2023-01-22,2023-W03,1994.5,ERVISS
ARI incidence,BG,2023-01-15,2023-W02,1870.4,ERVISS
ARI incidence,BG,2023-01-08,2023-W01,1244.4,ERVISS
ARI incidence,BG,2023-01-01,2022-W52,533.2,ERVISS
ARI incidence,BG,2022-12-25,2022-W51,954.1,ERVISS
ARI incidence,BG,2022-12-18,2022-W50,1209.3,ERVISS
ARI incidence,BG,2022-12-11,2022-W49,1171.0,ERVISS
ARI incidence,BG,2022-12-04,2022-W48,1172.6,ERVISS
ARI incidence,BG,2022-11-27,2022-W47,1187.1,ERVISS
ARI incidence,BG,2022-11-20,2022-W46,1118.2,ERVISS
ARI incidence,BG,2022-11-13,2022-W45,988.5,ERVISS
ARI incidence,BG,2022-11-06,2022-W44,794.6,ERVISS
ARI incidence,BG,2022-10-30,2022-W43,511.3,ERVISS
ARI incidence,BG,2022-10-23,2022-W42,592.4,ERVISS
ARI incidence,BG,2022-10-16,2022-W41,580.6,ERVISS
ARI incidence,BG,2022-10-09,2022-W40,540.5,ERVISS
ARI incidence,BG,2022-10-02,2022-W39,495.2,ERVISS
ARI incidence,BG,2022-09-25,2022-W38,298.8,ERVISS
ARI incidence,BG,2022-09-18,2022-W37,344.1,ERVISS
ARI incidence,BG,2022-09-11,2022-W36,268.8,ERVISS
ARI incidence,BG,2022-09-04,2022-W35,272.3,ERVISS
ARI incidence,BG,2022-08-28,2022-W34,269.7,ERVISS
ARI incidence,BG,2022-08-21,2022-W33,286.7,ERVISS
ARI incidence,BG,2022-08-14,2022-W32,298.0,ERVISS
ARI incidence,BG,2022-08-07,2022-W31,315.4,ERVISS
ARI incidence,BG,2022-07-31,2022-W30,328.6,ERVISS
ARI incidence,BG,2022-07-24,2022-W29,300.9,ERVISS
ARI incidence,BG,2022-07-17,2022-W28,296.0,ERVISS
ARI incidence,BG,2022-07-10,2022-W27,327.8,ERVISS
ARI incidence,BG,2022-07-03,2022-W26,285.7,ERVISS
ARI incidence,BG,2022-06-26,2022-W25,288.8,ERVISS
ARI incidence,BG,2022-06-19,2022-W24,268.7,ERVISS
ARI incidence,BG,2022-06-12,2022-W23,279.9,ERVISS
ARI incidence,BG,2022-06-05,2022-W22,268.3,ERVISS
ARI incidence,BG,2022-05-29,2022-W21,279.3,ERVISS
ARI incidence,BG,2022-05-22,2022-W20,332.5,ERVISS
ARI incidence,BG,2022-05-15,2022-W19,375.2,ERVISS
ARI incidence,BG,2022-05-08,2022-W18,314.4,ERVISS
ARI incidence,BG,2022-05-01,2022-W17,395.2,ERVISS
ARI incidence,BG,2022-04-24,2022-W16,434.1,ERVISS
ARI incidence,BG,2022-04-17,2022-W15,646.5,ERVISS
ARI incidence,BG,2022-04-10,2022-W14,695.0,ERVISS
ARI incidence,BG,2022-04-03,2022-W13,1107.8,ERVISS
ARI incidence,BG,2022-03-27,2022-W12,1104.8,ERVISS
ARI incidence,BG,2022-03-20,2022-W11,1283.6,ERVISS
ARI incidence,BG,2022-03-13,2022-W10,767.4,ERVISS
ARI incidence,BG,2022-03-06,2022-W09,639.2,ERVISS
ARI incidence,BG,2022-02-27,2022-W08,736.9,ERVISS
ARI incidence,BG,2022-02-20,2022-W07,865.6,ERVISS
ARI incidence,BG,2022-02-13,2022-W06,954.1,ERVISS
ARI incidence,BG,2022-02-06,2022-W05,859.4,ERVISS
ARI incidence,BG,2022-01-23,2022-W03,1159.6,ERVISS
ARI incidence,BG,2022-01-16,2022-W02,990.7,ERVISS
ARI incidence,BG,2022-01-09,2022-W01,871.8,ERVISS
ARI incidence,BG,2022-01-02,2021-W52,423.9,ERVISS
ARI incidence,BG,2021-12-26,2021-W51,717.7,ERVISS
ARI incidence,BG,2021-12-19,2021-W50,889.7,ERVISS
ARI incidence,BG,2021-12-12,2021-W49,868.9,ERVISS
ARI incidence,BG,2021-12-05,2021-W48,969.2,ERVISS
ARI incidence,BG,2021-11-28,2021-W47,829.0,ERVISS
ARI incidence,BG,2021-11-21,2021-W46,651.0,ERVISS
ARI incidence,BG,2021-11-14,2021-W45,838.8,ERVISS
ARI incidence,BG,2021-11-07,2021-W44,920.3,ERVISS
ARI incidence,BG,2021-10-31,2021-W43,60.4,ERVISS
ARI incidence,BG,2021-10-24,2021-W42,704.0,ERVISS
ARI incidence,BG,2021-10-17,2021-W41,758.4,ERVISS
ARI incidence,BG,2021-10-10,2021-W40,729.0,ERVISS
ARI incidence,BG,2021-10-03,2021-W39,542.9,ERVISS
ARI incidence,BG,2021-09-26,2021-W38,374.1,ERVISS
ARI incidence,BG,2021-09-19,2021-W37,359.1,ERVISS
ARI incidence,BG,2021-09-12,2021-W36,260.9,ERVISS
ARI incidence,BG,2021-09-05,2021-W35,288.2,ERVISS
ARI incidence,BG,2021-08-29,2021-W34,344.5,ERVISS
ARI incidence,BG,2021-08-22,2021-W33,296.3,ERVISS
ARI incidence,BG,2021-08-15,2021-W32,278.9,ERVISS
ARI incidence,BG,2021-08-08,2021-W31,214.0,ERVISS
ARI incidence,BG,2021-08-01,2021-W30,232.8,ERVISS
ARI incidence,BG,2021-07-25,2021-W29,220.9,ERVISS
ARI incidence,BG,2021-07-18,2021-W28,225.9,ERVISS
ARI incidence,BG,2021-07-11,2021-W27,223.5,ERVISS
ARI incidence,BG,2021-07-04,2021-W26,281.1,ERVISS
ARI incidence,BG,2021-06-27,2021-W25,488.8,ERVISS
ARI incidence,CY,2026-02-08,2026-W06,14300.0,ERVISS
ARI incidence,CY,2026-02-01,2026-W05,27900.0,ERVISS
ARI incidence,CY,2026-01-25,2026-W04,25300.0,ERVISS
ARI incidence,CY,2026-01-18,2026-W03,20700.0,ERVISS
ARI incidence,CY,2026-01-11,2026-W02,21800.0,ERVISS
ARI incidence,CY,2026-01-04,2026-W01,28000.0,ERVISS
ARI incidence,CY,2025-12-28,2025-W52,20100.0,ERVISS
ARI incidence,CY,2025-12-21,2025-W51,12000.0,ERVISS
ARI incidence,CY,2025-12-14,2025-W50,12100.0,ERVISS
ARI incidence,CY,2025-12-07,2025-W49,9000.0,ERVISS
ARI incidence,CY,2025-11-30,2025-W48,13500.0,ERVISS
ARI incidence,CY,2025-11-23,2025-W47,11500.0,ERVISS
ARI incidence,CY,2025-11-16,2025-W46,10000.0,ERVISS
ARI incidence,CY,2025-11-09,2025-W45,8900.0,ERVISS
ARI incidence,CY,2025-11-02,2025-W44,9800.0,ERVISS
ARI incidence,CY,2025-10-26,2025-W43,9300.0,ERVISS
ARI incidence,CY,2025-10-19,2025-W42,12300.0,ERVISS
ARI incidence,CY,2025-10-12,2025-W41,12800.0,ERVISS
ARI incidence,CY,2025-10-05,2025-W40,19100.0,ERVISS
ARI incidence,CY,2025-09-28,2025-W39,16000.0,ERVISS
ARI incidence,CY,2025-09-21,2025-W38,11500.0,ERVISS
ARI incidence,CY,2025-09-14,2025-W37,9600.0,ERVISS
ARI incidence,CY,2025-09-07,2025-W36,7900.0,ERVISS
ARI incidence,CY,2025-08-31,2025-W35,7500.0,ERVISS
ARI incidence,CY,2025-08-24,2025-W34,10700.0,ERVISS
ARI incidence,CY,2025-08-17,2025-W33,17100.0,ERVISS
ARI incidence,CY,2025-08-10,2025-W32,12500.0,ERVISS
ARI incidence,CY,2025-08-03,2025-W31,12100.0,ERVISS
ARI incidence,CY,2025-07-27,2025-W30,11500.0,ERVISS
ARI incidence,CY,2025-07-20,2025-W29,12100.0,ERVISS
ARI incidence,CY,2025-07-13,2025-W28,11400.0,ERVISS
ARI incidence,CY,2025-07-06,2025-W27,10400.0,ERVISS
ARI incidence,CY,2025-06-29,2025-W26,11300.0,ERVISS
ARI incidence,CY,2025-06-22,2025-W25,9700.0,ERVISS
ARI incidence,CY,2025-06-15,2025-W24,10400.0,ERVISS
ARI incidence,CY,2025-06-08,2025-W23,11000.0,ERVISS
ARI incidence,CY,2025-06-01,2025-W22,10100.0,ERVISS
ARI incidence,CY,2025-05-25,2025-W21,10700.0,ERVISS
ARI incidence,CY,2025-05-18,2025-W20,10300.0,ERVISS
ARI incidence,CY,2025-05-11,2025-W19,9600.0,ERVISS
ARI incidence,CY,2025-05-04,2025-W18,11500.0,ERVISS
ARI incidence,CY,2025-04-27,2025-W17,13800.0,ERVISS
ARI incidence,CY,2025-04-20,2025-W16,15500.0,ERVISS
ARI incidence,CY,2025-04-13,2025-W15,13200.0,ERVISS
ARI incidence,CY,2025-04-06,2025-W14,16000.0,ERVISS
ARI incidence,CY,2025-03-30,2025-W13,20300.0,ERVISS
ARI incidence,CY,2025-03-23,2025-W12,18800.0,ERVISS
ARI incidence,CY,2025-03-16,2025-W11,20700.0,ERVISS
ARI incidence,CY,2025-03-09,2025-W10,21800.0,ERVISS
ARI incidence,CY,2025-03-02,2025-W09,25100.0,ERVISS
ARI incidence,CY,2025-02-23,2025-W08,23900.0,ERVISS
ARI incidence,CY,2025-02-16,2025-W07,20300.0,ERVISS
ARI incidence,CY,2025-02-09,2025-W06,21600.0,ERVISS
ARI incidence,CY,2025-02-02,2025-W05,21600.0,ERVISS
ARI incidence,CY,2025-01-26,2025-W04,20600.0,ERVISS
ARI incidence,CY,2025-01-19,2025-W03,21100.0,ERVISS
ARI incidence,CY,2025-01-12,2025-W02,28600.0,ERVISS
ARI incidence,CY,2025-01-05,2025-W01,31600.0,ERVISS
ARI incidence,CY,2024-12-29,2024-W52,44700.0,ERVISS
ARI incidence,CY,2024-12-22,2024-W51,26600.0,ERVISS
ARI incidence,CY,2024-12-15,2024-W50,23000.0,ERVISS
ARI incidence,CY,2024-12-08,2024-W49,15100.0,ERVISS
ARI incidence,CY,2024-12-01,2024-W48,13300.0,ERVISS
ARI incidence,CY,2024-11-24,2024-W47,15200.0,ERVISS
ARI incidence,CY,2024-11-17,2024-W46,13300.0,ERVISS
ARI incidence,CY,2024-11-10,2024-W45,14000.0,ERVISS
ARI incidence,CY,2024-11-03,2024-W44,16000.0,ERVISS
ARI incidence,CY,2024-10-27,2024-W43,12300.0,ERVISS
ARI incidence,CY,2024-10-20,2024-W42,11300.0,ERVISS
ARI incidence,CY,2024-10-13,2024-W41,12700.0,ERVISS
ARI incidence,CY,2024-10-06,2024-W40,14600.0,ERVISS
ARI incidence,CY,2024-09-29,2024-W39,14200.0,ERVISS
ARI incidence,CY,2024-09-22,2024-W38,14800.0,ERVISS
ARI incidence,CY,2024-09-15,2024-W37,10200.0,ERVISS
ARI incidence,CY,2024-09-08,2024-W36,8300.0,ERVISS
ARI incidence,CY,2024-09-01,2024-W35,8100.0,ERVISS
ARI incidence,CY,2024-08-25,2024-W34,11200.0,ERVISS
ARI incidence,CY,2024-08-18,2024-W33,20200.0,ERVISS
ARI incidence,CY,2024-08-11,2024-W32,11200.0,ERVISS
ARI incidence,CY,2024-08-04,2024-W31,13100.0,ERVISS
ARI incidence,CY,2024-07-28,2024-W30,17500.0,ERVISS
ARI incidence,CY,2024-07-21,2024-W29,14700.0,ERVISS
ARI incidence,CY,2024-07-14,2024-W28,15800.0,ERVISS
ARI incidence,CY,2024-07-07,2024-W27,13100.0,ERVISS
ARI incidence,CY,2024-06-30,2024-W26,9300.0,ERVISS
ARI incidence,CY,2024-06-23,2024-W25,11200.0,ERVISS
ARI incidence,CY,2024-06-16,2024-W24,10700.0,ERVISS
ARI incidence,CY,2024-06-09,2024-W23,10100.0,ERVISS
ARI incidence,CY,2024-06-02,2024-W22,10500.0,ERVISS
ARI incidence,CY,2024-05-26,2024-W21,9300.0,ERVISS
ARI incidence,CY,2024-05-19,2024-W20,9600.0,ERVISS
ARI incidence,CY,2024-05-12,2024-W19,11100.0,ERVISS
ARI incidence,CY,2024-05-05,2024-W18,14100.0,ERVISS
ARI incidence,CY,2024-04-28,2024-W17,13100.0,ERVISS
ARI incidence,CY,2024-04-21,2024-W16,12800.0,ERVISS
ARI incidence,CY,2024-04-14,2024-W15,12400.0,ERVISS
ARI incidence,CY,2024-04-07,2024-W14,14200.0,ERVISS
ARI incidence,CY,2024-03-31,2024-W13,16300.0,ERVISS
ARI incidence,CY,2024-03-24,2024-W12,15800.0,ERVISS
ARI incidence,CY,2024-03-17,2024-W11,15300.0,ERVISS
ARI incidence,CY,2024-03-10,2024-W10,15100.0,ERVISS
ARI incidence,CY,2024-03-03,2024-W09,16400.0,ERVISS
ARI incidence,CY,2024-02-25,2024-W08,16800.0,ERVISS
ARI incidence,CY,2024-02-18,2024-W07,17900.0,ERVISS
ARI incidence,CY,2024-02-11,2024-W06,17600.0,ERVISS
ARI incidence,CY,2024-02-04,2024-W05,18800.0,ERVISS
ARI incidence,CY,2024-01-28,2024-W04,17300.0,ERVISS
ARI incidence,CY,2024-01-21,2024-W03,19500.0,ERVISS
ARI incidence,CY,2024-01-14,2024-W02,19200.0,ERVISS
ARI incidence,CY,2024-01-07,2024-W01,22500.0,ERVISS
ARI incidence,CZ,2026-02-15,2026-W07,1163.5,ERVISS
ARI incidence,CZ,2026-02-08,2026-W06,1198.8,ERVISS
ARI incidence,CZ,2026-02-01,2026-W05,1162.6,ERVISS
ARI incidence,CZ,2026-01-25,2026-W04,1102.8,ERVISS
ARI incidence,CZ,2026-01-18,2026-W03,1005.3,ERVISS
ARI incidence,CZ,2026-01-11,2026-W02,1283.1,ERVISS
ARI incidence,CZ,2026-01-04,2026-W01,710.1,ERVISS
ARI incidence,CZ,2025-12-28,2025-W52,699.1,ERVISS
ARI incidence,CZ,2025-12-21,2025-W51,1298.7,ERVISS
ARI incidence,CZ,2025-12-14,2025-W50,1221.3,ERVISS
ARI incidence,CZ,2025-12-07,2025-W49,1021.9,ERVISS
ARI incidence,CZ,2025-11-30,2025-W48,886.4,ERVISS
ARI incidence,CZ,2025-11-23,2025-W47,702.7,ERVISS
ARI incidence,CZ,2025-11-16,2025-W46,770.2,ERVISS
ARI incidence,CZ,2025-11-09,2025-W45,777.3,ERVISS
ARI incidence,CZ,2025-11-02,2025-W44,624.6,ERVISS
ARI incidence,CZ,2025-10-26,2025-W43,883.4,ERVISS
ARI incidence,CZ,2025-10-19,2025-W42,812.6,ERVISS
ARI incidence,CZ,2025-10-12,2025-W41,902.3,ERVISS
ARI incidence,CZ,2025-10-05,2025-W40,880.0,ERVISS
ARI incidence,CZ,2025-09-28,2025-W39,805.2,ERVISS
ARI incidence,CZ,2025-09-21,2025-W38,751.1,ERVISS
ARI incidence,CZ,2025-09-14,2025-W37,555.7,ERVISS
ARI incidence,CZ,2025-09-07,2025-W36,431.9,ERVISS
ARI incidence,CZ,2025-08-31,2025-W35,396.2,ERVISS
ARI incidence,CZ,2025-08-24,2025-W34,365.7,ERVISS
ARI incidence,CZ,2025-08-17,2025-W33,351.1,ERVISS
ARI incidence,CZ,2025-08-10,2025-W32,351.9,ERVISS
ARI incidence,CZ,2025-08-03,2025-W31,397.0,ERVISS
ARI incidence,CZ,2025-07-27,2025-W30,397.6,ERVISS
ARI incidence,CZ,2025-07-20,2025-W29,291.0,ERVISS
ARI incidence,CZ,2025-07-13,2025-W28,445.5,ERVISS
ARI incidence,CZ,2025-07-06,2025-W27,494.3,ERVISS
ARI incidence,CZ,2025-06-29,2025-W26,593.1,ERVISS
ARI incidence,CZ,2025-06-22,2025-W25,621.3,ERVISS
ARI incidence,CZ,2025-06-15,2025-W24,631.9,ERVISS
ARI incidence,CZ,2025-06-08,2025-W23,670.6,ERVISS
ARI incidence,CZ,2025-06-01,2025-W22,685.3,ERVISS
ARI incidence,CZ,2025-05-25,2025-W21,673.7,ERVISS
ARI incidence,CZ,2025-05-18,2025-W20,688.2,ERVISS
ARI incidence,CZ,2025-05-11,2025-W19,600.2,ERVISS
ARI incidence,CZ,2025-05-04,2025-W18,671.4,ERVISS
ARI incidence,CZ,2025-04-27,2025-W17,535.4,ERVISS
ARI incidence,CZ,2025-04-20,2025-W16,824.6,ERVISS
ARI incidence,CZ,2025-04-13,2025-W15,1071.3,ERVISS
ARI incidence,CZ,2025-04-06,2025-W14,1149.8,ERVISS
ARI incidence,CZ,2025-03-30,2025-W13,1172.3,ERVISS
ARI incidence,CZ,2025-03-23,2025-W12,1250.9,ERVISS
ARI incidence,CZ,2025-03-16,2025-W11,1332.2,ERVISS
ARI incidence,CZ,2025-03-09,2025-W10,1269.3,ERVISS
ARI incidence,CZ,2025-03-02,2025-W09,1571.6,ERVISS
ARI incidence,CZ,2025-02-23,2025-W08,1680.3,ERVISS
ARI incidence,CZ,2025-02-16,2025-W07,1787.0,ERVISS
ARI incidence,CZ,2025-02-09,2025-W06,1809.6,ERVISS
ARI incidence,CZ,2025-02-02,2025-W05,1834.0,ERVISS
ARI incidence,CZ,2025-01-26,2025-W04,1575.6,ERVISS
ARI incidence,CZ,2025-01-19,2025-W03,1259.8,ERVISS
ARI incidence,CZ,2025-01-12,2025-W02,1180.4,ERVISS
ARI incidence,CZ,2025-01-05,2025-W01,626.9,ERVISS
ARI incidence,CZ,2024-12-29,2024-W52,404.2,ERVISS
ARI incidence,CZ,2024-12-22,2024-W51,1310.1,ERVISS
ARI incidence,CZ,2024-12-15,2024-W50,1280.0,ERVISS
ARI incidence,CZ,2024-12-08,2024-W49,1278.1,ERVISS
ARI incidence,CZ,2024-12-01,2024-W48,1244.9,ERVISS
ARI incidence,CZ,2024-11-24,2024-W47,1287.7,ERVISS
ARI incidence,CZ,2024-11-17,2024-W46,1236.8,ERVISS
