"origin_date","horizon","target_end_date","output_type_id","value","output_type","target","location"
2026-03-25,1,2026-03-22,0.9,6,"quantile","ILI incidence","HR"
2026-03-25,1,2026-03-22,0.95,6.05,"quantile","ILI incidence","HR"
2026-03-25,1,2026-03-22,0.975,7,"quantile","ILI incidence","HR"
2026-03-25,1,2026-03-22,0.99,7.01,"quantile","ILI incidence","HR"
2026-03-25,1,2026-03-22,0.01,21.99,"quantile","ILI incidence","CZ"
2026-03-25,1,2026-03-22,0.025,23.475,"quantile","ILI incidence","CZ"
2026-03-25,1,2026-03-22,0.05,24.95,"quantile","ILI incidence","CZ"
2026-03-25,1,2026-03-22,0.1,27,"quantile","ILI incidence","CZ"
2026-03-25,1,2026-03-22,0.15,28,"quantile","ILI incidence","CZ"
2026-03-25,1,2026-03-22,0.2,29,"quantile","ILI incidence","CZ"
2026-03-25,1,2026-03-22,0.25,30,"quantile","ILI incidence","CZ"
2026-03-25,1,2026-03-22,0.3,30,"quantile","ILI incidence","CZ"
2026-03-25,1,2026-03-22,0.35,31,"quantile","ILI incidence","CZ"
2026-03-25,1,2026-03-22,0.4,31,"quantile","ILI incidence","CZ"
2026-03-25,1,2026-03-22,0.45,32.55,"quantile","ILI incidence","CZ"
2026-03-25,1,2026-03-22,0.5,33.5,"quantile","ILI incidence","CZ"
2026-03-25,1,2026-03-22,0.55,34,"quantile","ILI incidence","CZ"
2026-03-25,1,2026-03-22,0.6,35,"quantile","ILI incidence","CZ"
2026-03-25,1,2026-03-22,0.65,36,"quantile","ILI incidence","CZ"
2026-03-25,1,2026-03-22,0.7,36.3,"quantile","ILI incidence","CZ"
2026-03-25,1,2026-03-22,0.75,38,"quantile","ILI incidence","CZ"
2026-03-25,1,2026-03-22,0.8,40,"quantile","ILI incidence","CZ"
2026-03-25,1,2026-03-22,0.85,40.15,"quantile","ILI incidence","CZ"
2026-03-25,1,2026-03-22,0.9,42,"quantile","ILI incidence","CZ"
2026-03-25,1,2026-03-22,0.95,45.05,"quantile","ILI incidence","CZ"
2026-03-25,1,2026-03-22,0.975,47,"quantile","ILI incidence","CZ"
2026-03-25,1,2026-03-22,0.99,50.01,"quantile","ILI incidence","CZ"
2026-03-25,1,2026-03-22,0.01,134.99,"quantile","ILI incidence","DK"
2026-03-25,1,2026-03-22,0.025,136.475,"quantile","ILI incidence","DK"
2026-03-25,1,2026-03-22,0.05,143,"quantile","ILI incidence","DK"
2026-03-25,1,2026-03-22,0.1,151.9,"quantile","ILI incidence","DK"
2026-03-25,1,2026-03-22,0.15,154,"quantile","ILI incidence","DK"
2026-03-25,1,2026-03-22,0.2,155.8,"quantile","ILI incidence","DK"
2026-03-25,1,2026-03-22,0.25,156.75,"quantile","ILI incidence","DK"
2026-03-25,1,2026-03-22,0.3,158.7,"quantile","ILI incidence","DK"
2026-03-25,1,2026-03-22,0.35,162,"quantile","ILI incidence","DK"
2026-03-25,1,2026-03-22,0.4,162,"quantile","ILI incidence","DK"
2026-03-25,1,2026-03-22,0.45,163.55,"quantile","ILI incidence","DK"
2026-03-25,1,2026-03-22,0.5,165,"quantile","ILI incidence","DK"
2026-03-25,1,2026-03-22,0.55,166.45,"quantile","ILI incidence","DK"
2026-03-25,1,2026-03-22,0.6,168,"quantile","ILI incidence","DK"
2026-03-25,1,2026-03-22,0.65,169,"quantile","ILI incidence","DK"
2026-03-25,1,2026-03-22,0.7,169,"quantile","ILI incidence","DK"
2026-03-25,1,2026-03-22,0.75,170,"quantile","ILI incidence","DK"
2026-03-25,1,2026-03-22,0.8,173.2,"quantile","ILI incidence","DK"
2026-03-25,1,2026-03-22,0.85,176.15,"quantile","ILI incidence","DK"
2026-03-25,1,2026-03-22,0.9,179.3,"quantile","ILI incidence","DK"
2026-03-25,1,2026-03-22,0.95,185.05,"quantile","ILI incidence","DK"
2026-03-25,1,2026-03-22,0.975,189.625,"quantile","ILI incidence","DK"
2026-03-25,1,2026-03-22,0.99,192.01,"quantile","ILI incidence","DK"
2026-03-25,1,2026-03-22,0.01,254,"quantile","ILI incidence","EE"
2026-03-25,1,2026-03-22,0.025,260.375,"quantile","ILI incidence","EE"
2026-03-25,1,2026-03-22,0.05,270.85,"quantile","ILI incidence","EE"
2026-03-25,1,2026-03-22,0.1,277.8,"quantile","ILI incidence","EE"
2026-03-25,1,2026-03-22,0.15,282.7,"quantile","ILI incidence","EE"
2026-03-25,1,2026-03-22,0.2,286,"quantile","ILI incidence","EE"
2026-03-25,1,2026-03-22,0.25,288.75,"quantile","ILI incidence","EE"
2026-03-25,1,2026-03-22,0.3,292,"quantile","ILI incidence","EE"
2026-03-25,1,2026-03-22,0.35,294,"quantile","ILI incidence","EE"
2026-03-25,1,2026-03-22,0.4,297.6,"quantile","ILI incidence","EE"
2026-03-25,1,2026-03-22,0.45,301,"quantile","ILI incidence","EE"
2026-03-25,1,2026-03-22,0.5,302,"quantile","ILI incidence","EE"
2026-03-25,1,2026-03-22,0.55,303,"quantile","ILI incidence","EE"
2026-03-25,1,2026-03-22,0.6,304.4,"quantile","ILI incidence","EE"
2026-03-25,1,2026-03-22,0.65,305,"quantile","ILI incidence","EE"
2026-03-25,1,2026-03-22,0.7,307,"quantile","ILI incidence","EE"
2026-03-25,1,2026-03-22,0.75,311,"quantile","ILI incidence","EE"
2026-03-25,1,2026-03-22,0.8,311.4,"quantile","ILI incidence","EE"
2026-03-25,1,2026-03-22,0.85,316,"quantile","ILI incidence","EE"
2026-03-25,1,2026-03-22,0.9,318.1,"quantile","ILI incidence","EE"
2026-03-25,1,2026-03-22,0.95,323,"quantile","ILI incidence","EE"
2026-03-25,1,2026-03-22,0.975,329.05,"quantile","ILI incidence","EE"
2026-03-25,1,2026-03-22,0.99,331,"quantile","ILI incidence","EE"
2026-03-25,1,2026-03-22,0.01,160.99,"quantile","ILI incidence","FR"
2026-03-25,1,2026-03-22,0.025,161.475,"quantile","ILI incidence","FR"
2026-03-25,1,2026-03-22,0.05,164.95,"quantile","ILI incidence","FR"
2026-03-25,1,2026-03-22,0.1,169.9,"quantile","ILI incidence","FR"
2026-03-25,1,2026-03-22,0.15,172,"quantile","ILI incidence","FR"
2026-03-25,1,2026-03-22,0.2,174,"quantile","ILI incidence","FR"
2026-03-25,1,2026-03-22,0.25,177.75,"quantile","ILI incidence","FR"
2026-03-25,1,2026-03-22,0.3,179.7,"quantile","ILI incidence","FR"
2026-03-25,1,2026-03-22,0.35,180,"quantile","ILI incidence","FR"
2026-03-25,1,2026-03-22,0.4,181.6,"quantile","ILI incidence","FR"
2026-03-25,1,2026-03-22,0.45,183.55,"quantile","ILI incidence","FR"
2026-03-25,1,2026-03-22,0.5,186,"quantile","ILI incidence","FR"
2026-03-25,1,2026-03-22,0.55,187,"quantile","ILI incidence","FR"
2026-03-25,1,2026-03-22,0.6,188.4,"quantile","ILI incidence","FR"
2026-03-25,1,2026-03-22,0.65,190.35,"quantile","ILI incidence","FR"
2026-03-25,1,2026-03-22,0.7,194.3,"quantile","ILI incidence","FR"
2026-03-25,1,2026-03-22,0.75,198,"quantile","ILI incidence","FR"
2026-03-25,1,2026-03-22,0.8,200,"quantile","ILI incidence","FR"
2026-03-25,1,2026-03-22,0.85,201.3,"quantile","ILI incidence","FR"
2026-03-25,1,2026-03-22,0.9,204.1,"quantile","ILI incidence","FR"
2026-03-25,1,2026-03-22,0.95,208.1,"quantile","ILI incidence","FR"
2026-03-25,1,2026-03-22,0.975,213.1,"quantile","ILI incidence","FR"
2026-03-25,1,2026-03-22,0.99,216.01,"quantile","ILI incidence","FR"
2026-03-25,1,2026-03-22,0.01,619.87,"quantile","ILI incidence","GR"
2026-03-25,1,2026-03-22,0.025,631,"quantile","ILI incidence","GR"
2026-03-25,1,2026-03-22,0.05,633.95,"quantile","ILI incidence","GR"
2026-03-25,1,2026-03-22,0.1,639.9,"quantile","ILI incidence","GR"
2026-03-25,1,2026-03-22,0.15,645,"quantile","ILI incidence","GR"
2026-03-25,1,2026-03-22,0.2,651.8,"quantile","ILI incidence","GR"
2026-03-25,1,2026-03-22,0.25,656.75,"quantile","ILI incidence","GR"
2026-03-25,1,2026-03-22,0.3,660,"quantile","ILI incidence","GR"
2026-03-25,1,2026-03-22,0.35,664.65,"quantile","ILI incidence","GR"
2026-03-25,1,2026-03-22,0.4,670.6,"quantile","ILI incidence","GR"
2026-03-25,1,2026-03-22,0.45,673.1,"quantile","ILI incidence","GR"
2026-03-25,1,2026-03-22,0.5,675.5,"quantile","ILI incidence","GR"
2026-03-25,1,2026-03-22,0.55,678.45,"quantile","ILI incidence","GR"
2026-03-25,1,2026-03-22,0.6,681.4,"quantile","ILI incidence","GR"
2026-03-25,1,2026-03-22,0.65,683,"quantile","ILI incidence","GR"
2026-03-25,1,2026-03-22,0.7,685.3,"quantile","ILI incidence","GR"
2026-03-25,1,2026-03-22,0.75,691.75,"quantile","ILI incidence","GR"
2026-03-25,1,2026-03-22,0.8,699.4,"quantile","ILI incidence","GR"
2026-03-25,1,2026-03-22,0.85,706,"quantile","ILI incidence","GR"
2026-03-25,1,2026-03-22,0.9,715,"quantile","ILI incidence","GR"
2026-03-25,1,2026-03-22,0.95,723.15,"quantile","ILI incidence","GR"
2026-03-25,1,2026-03-22,0.975,732.575,"quantile","ILI incidence","GR"
2026-03-25,1,2026-03-22,0.99,743.06,"quantile","ILI incidence","GR"
2026-03-25,1,2026-03-22,0.01,459.97,"quantile","ILI incidence","HU"
2026-03-25,1,2026-03-22,0.025,461.9,"quantile","ILI incidence","HU"
2026-03-25,1,2026-03-22,0.05,464,"quantile","ILI incidence","HU"
2026-03-25,1,2026-03-22,0.1,474.6,"quantile","ILI incidence","HU"
2026-03-25,1,2026-03-22,0.15,481,"quantile","ILI incidence","HU"
2026-03-25,1,2026-03-22,0.2,487.4,"quantile","ILI incidence","HU"
2026-03-25,1,2026-03-22,0.25,491.75,"quantile","ILI incidence","HU"
2026-03-25,1,2026-03-22,0.3,493,"quantile","ILI incidence","HU"
2026-03-25,1,2026-03-22,0.35,497,"quantile","ILI incidence","HU"
2026-03-25,1,2026-03-22,0.4,499,"quantile","ILI incidence","HU"
2026-03-25,1,2026-03-22,0.45,503.55,"quantile","ILI incidence","HU"
2026-03-25,1,2026-03-22,0.5,506.5,"quantile","ILI incidence","HU"
2026-03-25,1,2026-03-22,0.55,509,"quantile","ILI incidence","HU"
2026-03-25,1,2026-03-22,0.6,513.4,"quantile","ILI incidence","HU"
2026-03-25,1,2026-03-22,0.65,517,"quantile","ILI incidence","HU"
2026-03-25,1,2026-03-22,0.7,518.6,"quantile","ILI incidence","HU"
2026-03-25,1,2026-03-22,0.75,521.25,"quantile","ILI incidence","HU"
2026-03-25,1,2026-03-22,0.8,527.2,"quantile","ILI incidence","HU"
2026-03-25,1,2026-03-22,0.85,538.15,"quantile","ILI incidence","HU"
2026-03-25,1,2026-03-22,0.9,542.1,"quantile","ILI incidence","HU"
2026-03-25,1,2026-03-22,0.95,548.05,"quantile","ILI incidence","HU"
2026-03-25,1,2026-03-22,0.975,555.3,"quantile","ILI incidence","HU"
2026-03-25,1,2026-03-22,0.99,562.1,"quantile","ILI incidence","HU"
2026-03-25,1,2026-03-22,0.01,0.99,"quantile","ILI incidence","IE"
2026-03-25,1,2026-03-22,0.025,1,"quantile","ILI incidence","IE"
2026-03-25,1,2026-03-22,0.05,1,"quantile","ILI incidence","IE"
2026-03-25,1,2026-03-22,0.1,1.9,"quantile","ILI incidence","IE"
2026-03-25,1,2026-03-22,0.15,2,"quantile","ILI incidence","IE"
2026-03-25,1,2026-03-22,0.2,2,"quantile","ILI incidence","IE"
2026-03-25,1,2026-03-22,0.25,2,"quantile","ILI incidence","IE"
2026-03-25,1,2026-03-22,0.3,2,"quantile","ILI incidence","IE"
2026-03-25,1,2026-03-22,0.35,3,"quantile","ILI incidence","IE"
2026-03-25,1,2026-03-22,0.4,3,"quantile","ILI incidence","IE"
2026-03-25,1,2026-03-22,0.45,3,"quantile","ILI incidence","IE"
2026-03-25,1,2026-03-22,0.5,3,"quantile","ILI incidence","IE"
2026-03-25,1,2026-03-22,0.55,3.45,"quantile","ILI incidence","IE"
2026-03-25,1,2026-03-22,0.6,4,"quantile","ILI incidence","IE"
2026-03-25,1,2026-03-22,0.65,4,"quantile","ILI incidence","IE"
2026-03-25,1,2026-03-22,0.7,4,"quantile","ILI incidence","IE"
2026-03-25,1,2026-03-22,0.75,5,"quantile","ILI incidence","IE"
2026-03-25,1,2026-03-22,0.8,5,"quantile","ILI incidence","IE"
2026-03-25,1,2026-03-22,0.85,6,"quantile","ILI incidence","IE"
2026-03-25,1,2026-03-22,0.9,6,"quantile","ILI incidence","IE"
2026-03-25,1,2026-03-22,0.95,7,"quantile","ILI incidence","IE"
2026-03-25,1,2026-03-22,0.975,7.52499999999999,"quantile","ILI incidence","IE"
2026-03-25,1,2026-03-22,0.99,8,"quantile","ILI incidence","IE"
2026-03-25,1,2026-03-22,0.01,313.97,"quantile","ILI incidence","IT"
2026-03-25,1,2026-03-22,0.025,314,"quantile","ILI incidence","IT"
2026-03-25,1,2026-03-22,0.05,315.95,"quantile","ILI incidence","IT"
2026-03-25,1,2026-03-22,0.1,319,"quantile","ILI incidence","IT"
2026-03-25,1,2026-03-22,0.15,323.85,"quantile","ILI incidence","IT"
2026-03-25,1,2026-03-22,0.2,328,"quantile","ILI incidence","IT"
2026-03-25,1,2026-03-22,0.25,330,"quantile","ILI incidence","IT"
2026-03-25,1,2026-03-22,0.3,333.7,"quantile","ILI incidence","IT"
2026-03-25,1,2026-03-22,0.35,336.3,"quantile","ILI incidence","IT"
2026-03-25,1,2026-03-22,0.4,338.6,"quantile","ILI incidence","IT"
2026-03-25,1,2026-03-22,0.45,341,"quantile","ILI incidence","IT"
2026-03-25,1,2026-03-22,0.5,343,"quantile","ILI incidence","IT"
2026-03-25,1,2026-03-22,0.55,348.45,"quantile","ILI incidence","IT"
2026-03-25,1,2026-03-22,0.6,349.4,"quantile","ILI incidence","IT"
2026-03-25,1,2026-03-22,0.65,351.7,"quantile","ILI incidence","IT"
2026-03-25,1,2026-03-22,0.7,356,"quantile","ILI incidence","IT"
2026-03-25,1,2026-03-22,0.75,357.25,"quantile","ILI incidence","IT"
2026-03-25,1,2026-03-22,0.8,359.2,"quantile","ILI incidence","IT"
2026-03-25,1,2026-03-22,0.85,365,"quantile","ILI incidence","IT"
2026-03-25,1,2026-03-22,0.9,371.1,"quantile","ILI incidence","IT"
2026-03-25,1,2026-03-22,0.95,377,"quantile","ILI incidence","IT"
2026-03-25,1,2026-03-22,0.975,378,"quantile","ILI incidence","IT"
2026-03-25,1,2026-03-22,0.99,381.05,"quantile","ILI incidence","IT"
2026-03-25,1,2026-03-22,0.01,311.93,"quantile","ILI incidence","LV"
2026-03-25,1,2026-03-22,0.025,320.475,"quantile","ILI incidence","LV"
2026-03-25,1,2026-03-22,0.05,324.9,"quantile","ILI incidence","LV"
2026-03-25,1,2026-03-22,0.1,332,"quantile","ILI incidence","LV"
2026-03-25,1,2026-03-22,0.15,334,"quantile","ILI incidence","LV"
2026-03-25,1,2026-03-22,0.2,337.8,"quantile","ILI incidence","LV"
2026-03-25,1,2026-03-22,0.25,339.75,"quantile","ILI incidence","LV"
2026-03-25,1,2026-03-22,0.3,342.7,"quantile","ILI incidence","LV"
2026-03-25,1,2026-03-22,0.35,345.65,"quantile","ILI incidence","LV"
2026-03-25,1,2026-03-22,0.4,348.6,"quantile","ILI incidence","LV"
2026-03-25,1,2026-03-22,0.45,350,"quantile","ILI incidence","LV"
2026-03-25,1,2026-03-22,0.5,351,"quantile","ILI incidence","LV"
2026-03-25,1,2026-03-22,0.55,353,"quantile","ILI incidence","LV"
2026-03-25,1,2026-03-22,0.6,355,"quantile","ILI incidence","LV"
2026-03-25,1,2026-03-22,0.65,356.35,"quantile","ILI incidence","LV"
2026-03-25,1,2026-03-22,0.7,361,"quantile","ILI incidence","LV"
2026-03-25,1,2026-03-22,0.75,362.25,"quantile","ILI incidence","LV"
2026-03-25,1,2026-03-22,0.8,366,"quantile","ILI incidence","LV"
2026-03-25,1,2026-03-22,0.85,368.3,"quantile","ILI incidence","LV"
2026-03-25,1,2026-03-22,0.9,378,"quantile","ILI incidence","LV"
2026-03-25,1,2026-03-22,0.95,386.4,"quantile","ILI incidence","LV"
2026-03-25,1,2026-03-22,0.975,395,"quantile","ILI incidence","LV"
2026-03-25,1,2026-03-22,0.99,398.12,"quantile","ILI incidence","LV"
2026-03-25,1,2026-03-22,0.01,55.89,"quantile","ILI incidence","LT"
2026-03-25,1,2026-03-22,0.025,58.95,"quantile","ILI incidence","LT"
2026-03-25,1,2026-03-22,0.05,60,"quantile","ILI incidence","LT"
2026-03-25,1,2026-03-22,0.1,64,"quantile","ILI incidence","LT"
2026-03-25,1,2026-03-22,0.15,66,"quantile","ILI incidence","LT"
2026-03-25,1,2026-03-22,0.2,67.8,"quantile","ILI incidence","LT"
2026-03-25,1,2026-03-22,0.25,69,"quantile","ILI incidence","LT"
2026-03-25,1,2026-03-22,0.3,70,"quantile","ILI incidence","LT"
2026-03-25,1,2026-03-22,0.35,71.65,"quantile","ILI incidence","LT"
2026-03-25,1,2026-03-22,0.4,74,"quantile","ILI incidence","LT"
2026-03-25,1,2026-03-22,0.45,75.55,"quantile","ILI incidence","LT"
2026-03-25,1,2026-03-22,0.5,76,"quantile","ILI incidence","LT"
2026-03-25,1,2026-03-22,0.55,77.45,"quantile","ILI incidence","LT"
2026-03-25,1,2026-03-22,0.6,79,"quantile","ILI incidence","LT"
2026-03-25,1,2026-03-22,0.65,80,"quantile","ILI incidence","LT"
2026-03-25,1,2026-03-22,0.7,81,"quantile","ILI incidence","LT"
2026-03-25,1,2026-03-22,0.75,82,"quantile","ILI incidence","LT"
2026-03-25,1,2026-03-22,0.8,82.2,"quantile","ILI incidence","LT"
2026-03-25,1,2026-03-22,0.85,84,"quantile","ILI incidence","LT"
2026-03-25,1,2026-03-22,0.9,86,"quantile","ILI incidence","LT"
2026-03-25,1,2026-03-22,0.95,89,"quantile","ILI incidence","LT"
2026-03-25,1,2026-03-22,0.975,90.05,"quantile","ILI incidence","LT"
2026-03-25,1,2026-03-22,0.99,94.07,"quantile","ILI incidence","LT"
2026-03-25,1,2026-03-22,0.01,3939.89,"quantile","ILI incidence","LU"
2026-03-25,1,2026-03-22,0.025,3949.75,"quantile","ILI incidence","LU"
2026-03-25,1,2026-03-22,0.05,3960,"quantile","ILI incidence","LU"
2026-03-25,1,2026-03-22,0.1,3976.5,"quantile","ILI incidence","LU"
2026-03-25,1,2026-03-22,0.15,3986.1,"quantile","ILI incidence","LU"
2026-03-25,1,2026-03-22,0.2,3994.8,"quantile","ILI incidence","LU"
2026-03-25,1,2026-03-22,0.25,4008.25,"quantile","ILI incidence","LU"
2026-03-25,1,2026-03-22,0.3,4013,"quantile","ILI incidence","LU"
2026-03-25,1,2026-03-22,0.35,4023.3,"quantile","ILI incidence","LU"
2026-03-25,1,2026-03-22,0.4,4033.6,"quantile","ILI incidence","LU"
2026-03-25,1,2026-03-22,0.45,4038.55,"quantile","ILI incidence","LU"
2026-03-25,1,2026-03-22,0.5,4047.5,"quantile","ILI incidence","LU"
2026-03-25,1,2026-03-22,0.55,4060.35,"quantile","ILI incidence","LU"
2026-03-25,1,2026-03-22,0.6,4072.2,"quantile","ILI incidence","LU"
2026-03-25,1,2026-03-22,0.65,4083.4,"quantile","ILI incidence","LU"
2026-03-25,1,2026-03-22,0.7,4100.3,"quantile","ILI incidence","LU"
2026-03-25,1,2026-03-22,0.75,4109.5,"quantile","ILI incidence","LU"
2026-03-25,1,2026-03-22,0.8,4113,"quantile","ILI incidence","LU"
2026-03-25,1,2026-03-22,0.85,4127,"quantile","ILI incidence","LU"
2026-03-25,1,2026-03-22,0.9,4138,"quantile","ILI incidence","LU"
2026-03-25,1,2026-03-22,0.95,4162.25,"quantile","ILI incidence","LU"
2026-03-25,1,2026-03-22,0.975,4170.525,"quantile","ILI incidence","LU"
2026-03-25,1,2026-03-22,0.99,4177.06,"quantile","ILI incidence","LU"
2026-03-25,1,2026-03-22,0.01,5507.86,"quantile","ILI incidence","MT"
2026-03-25,1,2026-03-22,0.025,5525.9,"quantile","ILI incidence","MT"
2026-03-25,1,2026-03-22,0.05,5540.95,"quantile","ILI incidence","MT"
2026-03-25,1,2026-03-22,0.1,5565.8,"quantile","ILI incidence","MT"
2026-03-25,1,2026-03-22,0.15,5581.7,"quantile","ILI incidence","MT"
2026-03-25,1,2026-03-22,0.2,5616.4,"quantile","ILI incidence","MT"
2026-03-25,1,2026-03-22,0.25,5625,"quantile","ILI incidence","MT"
2026-03-25,1,2026-03-22,0.3,5631,"quantile","ILI incidence","MT"
2026-03-25,1,2026-03-22,0.35,5636.3,"quantile","ILI incidence","MT"
2026-03-25,1,2026-03-22,0.4,5643.6,"quantile","ILI incidence","MT"
2026-03-25,1,2026-03-22,0.45,5654.55,"quantile","ILI incidence","MT"
2026-03-25,1,2026-03-22,0.5,5659,"quantile","ILI incidence","MT"
2026-03-25,1,2026-03-22,0.55,5668.35,"quantile","ILI incidence","MT"
2026-03-25,1,2026-03-22,0.6,5689.4,"quantile","ILI incidence","MT"
2026-03-25,1,2026-03-22,0.65,5698.4,"quantile","ILI incidence","MT"
2026-03-25,1,2026-03-22,0.7,5705.6,"quantile","ILI incidence","MT"
2026-03-25,1,2026-03-22,0.75,5714.25,"quantile","ILI incidence","MT"
2026-03-25,1,2026-03-22,0.8,5723.8,"quantile","ILI incidence","MT"
2026-03-25,1,2026-03-22,0.85,5735.05,"quantile","ILI incidence","MT"
2026-03-25,1,2026-03-22,0.9,5754.3,"quantile","ILI incidence","MT"
2026-03-25,1,2026-03-22,0.95,5772.4,"quantile","ILI incidence","MT"
2026-03-25,1,2026-03-22,0.975,5797.65,"quantile","ILI incidence","MT"
2026-03-25,1,2026-03-22,0.99,5837.09,"quantile","ILI incidence","MT"
2026-03-25,1,2026-03-22,0.01,0,"quantile","ILI incidence","NL"
2026-03-25,1,2026-03-22,0.025,0,"quantile","ILI incidence","NL"
2026-03-25,1,2026-03-22,0.05,0,"quantile","ILI incidence","NL"
2026-03-25,1,2026-03-22,0.1,0,"quantile","ILI incidence","NL"
2026-03-25,1,2026-03-22,0.15,0,"quantile","ILI incidence","NL"
2026-03-25,1,2026-03-22,0.2,0,"quantile","ILI incidence","NL"
2026-03-25,1,2026-03-22,0.25,0,"quantile","ILI incidence","NL"
2026-03-25,1,2026-03-22,0.3,0,"quantile","ILI incidence","NL"
