"origin_date","horizon","target_end_date","output_type_id","value","output_type","target","location"
2026-02-18,1,2026-02-15,0.99,162.01,"quantile","ILI incidence","HR"
2026-02-18,1,2026-02-15,0.01,43,"quantile","ILI incidence","CZ"
2026-02-18,1,2026-02-15,0.025,44.475,"quantile","ILI incidence","CZ"
2026-02-18,1,2026-02-15,0.05,48.95,"quantile","ILI incidence","CZ"
2026-02-18,1,2026-02-15,0.1,54,"quantile","ILI incidence","CZ"
2026-02-18,1,2026-02-15,0.15,55.85,"quantile","ILI incidence","CZ"
2026-02-18,1,2026-02-15,0.2,56.8,"quantile","ILI incidence","CZ"
2026-02-18,1,2026-02-15,0.25,58,"quantile","ILI incidence","CZ"
2026-02-18,1,2026-02-15,0.3,59,"quantile","ILI incidence","CZ"
2026-02-18,1,2026-02-15,0.35,61,"quantile","ILI incidence","CZ"
2026-02-18,1,2026-02-15,0.4,62,"quantile","ILI incidence","CZ"
2026-02-18,1,2026-02-15,0.45,63,"quantile","ILI incidence","CZ"
2026-02-18,1,2026-02-15,0.5,64,"quantile","ILI incidence","CZ"
2026-02-18,1,2026-02-15,0.55,65,"quantile","ILI incidence","CZ"
2026-02-18,1,2026-02-15,0.6,66,"quantile","ILI incidence","CZ"
2026-02-18,1,2026-02-15,0.65,67,"quantile","ILI incidence","CZ"
2026-02-18,1,2026-02-15,0.7,67.3,"quantile","ILI incidence","CZ"
2026-02-18,1,2026-02-15,0.75,68.25,"quantile","ILI incidence","CZ"
2026-02-18,1,2026-02-15,0.8,71,"quantile","ILI incidence","CZ"
2026-02-18,1,2026-02-15,0.85,72,"quantile","ILI incidence","CZ"
2026-02-18,1,2026-02-15,0.9,73,"quantile","ILI incidence","CZ"
2026-02-18,1,2026-02-15,0.95,74.2,"quantile","ILI incidence","CZ"
2026-02-18,1,2026-02-15,0.975,80.575,"quantile","ILI incidence","CZ"
2026-02-18,1,2026-02-15,0.99,83.01,"quantile","ILI incidence","CZ"
2026-02-18,1,2026-02-15,0.01,146.99,"quantile","ILI incidence","DK"
2026-02-18,1,2026-02-15,0.025,147.475,"quantile","ILI incidence","DK"
2026-02-18,1,2026-02-15,0.05,150,"quantile","ILI incidence","DK"
2026-02-18,1,2026-02-15,0.1,152.9,"quantile","ILI incidence","DK"
2026-02-18,1,2026-02-15,0.15,156.85,"quantile","ILI incidence","DK"
2026-02-18,1,2026-02-15,0.2,159.8,"quantile","ILI incidence","DK"
2026-02-18,1,2026-02-15,0.25,161.75,"quantile","ILI incidence","DK"
2026-02-18,1,2026-02-15,0.3,163,"quantile","ILI incidence","DK"
2026-02-18,1,2026-02-15,0.35,165.65,"quantile","ILI incidence","DK"
2026-02-18,1,2026-02-15,0.4,166.6,"quantile","ILI incidence","DK"
2026-02-18,1,2026-02-15,0.45,168,"quantile","ILI incidence","DK"
2026-02-18,1,2026-02-15,0.5,169,"quantile","ILI incidence","DK"
2026-02-18,1,2026-02-15,0.55,170,"quantile","ILI incidence","DK"
2026-02-18,1,2026-02-15,0.6,171.4,"quantile","ILI incidence","DK"
2026-02-18,1,2026-02-15,0.65,174,"quantile","ILI incidence","DK"
2026-02-18,1,2026-02-15,0.7,175,"quantile","ILI incidence","DK"
2026-02-18,1,2026-02-15,0.75,176,"quantile","ILI incidence","DK"
2026-02-18,1,2026-02-15,0.8,179.6,"quantile","ILI incidence","DK"
2026-02-18,1,2026-02-15,0.85,185.15,"quantile","ILI incidence","DK"
2026-02-18,1,2026-02-15,0.9,188.1,"quantile","ILI incidence","DK"
2026-02-18,1,2026-02-15,0.95,193,"quantile","ILI incidence","DK"
2026-02-18,1,2026-02-15,0.975,195.05,"quantile","ILI incidence","DK"
2026-02-18,1,2026-02-15,0.99,199.02,"quantile","ILI incidence","DK"
2026-02-18,1,2026-02-15,0.01,327.95,"quantile","ILI incidence","EE"
2026-02-18,1,2026-02-15,0.025,332.75,"quantile","ILI incidence","EE"
2026-02-18,1,2026-02-15,0.05,344.75,"quantile","ILI incidence","EE"
2026-02-18,1,2026-02-15,0.1,353.9,"quantile","ILI incidence","EE"
2026-02-18,1,2026-02-15,0.15,357.85,"quantile","ILI incidence","EE"
2026-02-18,1,2026-02-15,0.2,358,"quantile","ILI incidence","EE"
2026-02-18,1,2026-02-15,0.25,360,"quantile","ILI incidence","EE"
2026-02-18,1,2026-02-15,0.3,363,"quantile","ILI incidence","EE"
2026-02-18,1,2026-02-15,0.35,365.65,"quantile","ILI incidence","EE"
2026-02-18,1,2026-02-15,0.4,368,"quantile","ILI incidence","EE"
2026-02-18,1,2026-02-15,0.45,371,"quantile","ILI incidence","EE"
2026-02-18,1,2026-02-15,0.5,374,"quantile","ILI incidence","EE"
2026-02-18,1,2026-02-15,0.55,374,"quantile","ILI incidence","EE"
2026-02-18,1,2026-02-15,0.6,376,"quantile","ILI incidence","EE"
2026-02-18,1,2026-02-15,0.65,378.35,"quantile","ILI incidence","EE"
2026-02-18,1,2026-02-15,0.7,379.6,"quantile","ILI incidence","EE"
2026-02-18,1,2026-02-15,0.75,382.5,"quantile","ILI incidence","EE"
2026-02-18,1,2026-02-15,0.8,385.4,"quantile","ILI incidence","EE"
2026-02-18,1,2026-02-15,0.85,392.15,"quantile","ILI incidence","EE"
2026-02-18,1,2026-02-15,0.9,394.2,"quantile","ILI incidence","EE"
2026-02-18,1,2026-02-15,0.95,402.1,"quantile","ILI incidence","EE"
2026-02-18,1,2026-02-15,0.975,409.525,"quantile","ILI incidence","EE"
2026-02-18,1,2026-02-15,0.99,412.02,"quantile","ILI incidence","EE"
2026-02-18,1,2026-02-15,0.01,247.94,"quantile","ILI incidence","FR"
2026-02-18,1,2026-02-15,0.025,253.9,"quantile","ILI incidence","FR"
2026-02-18,1,2026-02-15,0.05,260.8,"quantile","ILI incidence","FR"
2026-02-18,1,2026-02-15,0.1,265.8,"quantile","ILI incidence","FR"
2026-02-18,1,2026-02-15,0.15,270.85,"quantile","ILI incidence","FR"
2026-02-18,1,2026-02-15,0.2,272.8,"quantile","ILI incidence","FR"
2026-02-18,1,2026-02-15,0.25,275,"quantile","ILI incidence","FR"
2026-02-18,1,2026-02-15,0.3,279.4,"quantile","ILI incidence","FR"
2026-02-18,1,2026-02-15,0.35,282,"quantile","ILI incidence","FR"
2026-02-18,1,2026-02-15,0.4,284,"quantile","ILI incidence","FR"
2026-02-18,1,2026-02-15,0.45,285,"quantile","ILI incidence","FR"
2026-02-18,1,2026-02-15,0.5,287,"quantile","ILI incidence","FR"
2026-02-18,1,2026-02-15,0.55,288,"quantile","ILI incidence","FR"
2026-02-18,1,2026-02-15,0.6,291.8,"quantile","ILI incidence","FR"
2026-02-18,1,2026-02-15,0.65,294.35,"quantile","ILI incidence","FR"
2026-02-18,1,2026-02-15,0.7,296,"quantile","ILI incidence","FR"
2026-02-18,1,2026-02-15,0.75,300.25,"quantile","ILI incidence","FR"
2026-02-18,1,2026-02-15,0.8,307,"quantile","ILI incidence","FR"
2026-02-18,1,2026-02-15,0.85,309,"quantile","ILI incidence","FR"
2026-02-18,1,2026-02-15,0.9,314.1,"quantile","ILI incidence","FR"
2026-02-18,1,2026-02-15,0.95,321.1,"quantile","ILI incidence","FR"
2026-02-18,1,2026-02-15,0.975,326.625,"quantile","ILI incidence","FR"
2026-02-18,1,2026-02-15,0.99,329.01,"quantile","ILI incidence","FR"
2026-02-18,1,2026-02-15,0.01,1106.95,"quantile","ILI incidence","GR"
2026-02-18,1,2026-02-15,0.025,1119.8,"quantile","ILI incidence","GR"
2026-02-18,1,2026-02-15,0.05,1128.9,"quantile","ILI incidence","GR"
2026-02-18,1,2026-02-15,0.1,1138.7,"quantile","ILI incidence","GR"
2026-02-18,1,2026-02-15,0.15,1153.25,"quantile","ILI incidence","GR"
2026-02-18,1,2026-02-15,0.2,1160.6,"quantile","ILI incidence","GR"
2026-02-18,1,2026-02-15,0.25,1164,"quantile","ILI incidence","GR"
2026-02-18,1,2026-02-15,0.3,1169,"quantile","ILI incidence","GR"
2026-02-18,1,2026-02-15,0.35,1176.65,"quantile","ILI incidence","GR"
2026-02-18,1,2026-02-15,0.4,1180.6,"quantile","ILI incidence","GR"
2026-02-18,1,2026-02-15,0.45,1182,"quantile","ILI incidence","GR"
2026-02-18,1,2026-02-15,0.5,1183.5,"quantile","ILI incidence","GR"
2026-02-18,1,2026-02-15,0.55,1187,"quantile","ILI incidence","GR"
2026-02-18,1,2026-02-15,0.6,1193.8,"quantile","ILI incidence","GR"
2026-02-18,1,2026-02-15,0.65,1196.35,"quantile","ILI incidence","GR"
2026-02-18,1,2026-02-15,0.7,1201.6,"quantile","ILI incidence","GR"
2026-02-18,1,2026-02-15,0.75,1205,"quantile","ILI incidence","GR"
2026-02-18,1,2026-02-15,0.8,1215.2,"quantile","ILI incidence","GR"
2026-02-18,1,2026-02-15,0.85,1223,"quantile","ILI incidence","GR"
2026-02-18,1,2026-02-15,0.9,1228,"quantile","ILI incidence","GR"
2026-02-18,1,2026-02-15,0.95,1251.15,"quantile","ILI incidence","GR"
2026-02-18,1,2026-02-15,0.975,1257,"quantile","ILI incidence","GR"
2026-02-18,1,2026-02-15,0.99,1258.11,"quantile","ILI incidence","GR"
2026-02-18,1,2026-02-15,0.01,821.89,"quantile","ILI incidence","HU"
2026-02-18,1,2026-02-15,0.025,822.475,"quantile","ILI incidence","HU"
2026-02-18,1,2026-02-15,0.05,825.95,"quantile","ILI incidence","HU"
2026-02-18,1,2026-02-15,0.1,831.9,"quantile","ILI incidence","HU"
2026-02-18,1,2026-02-15,0.15,835,"quantile","ILI incidence","HU"
2026-02-18,1,2026-02-15,0.2,840.4,"quantile","ILI incidence","HU"
2026-02-18,1,2026-02-15,0.25,845,"quantile","ILI incidence","HU"
2026-02-18,1,2026-02-15,0.3,848.7,"quantile","ILI incidence","HU"
2026-02-18,1,2026-02-15,0.35,851,"quantile","ILI incidence","HU"
2026-02-18,1,2026-02-15,0.4,856,"quantile","ILI incidence","HU"
2026-02-18,1,2026-02-15,0.45,859.55,"quantile","ILI incidence","HU"
2026-02-18,1,2026-02-15,0.5,867,"quantile","ILI incidence","HU"
2026-02-18,1,2026-02-15,0.55,868,"quantile","ILI incidence","HU"
2026-02-18,1,2026-02-15,0.6,870.4,"quantile","ILI incidence","HU"
2026-02-18,1,2026-02-15,0.65,873,"quantile","ILI incidence","HU"
2026-02-18,1,2026-02-15,0.7,877.3,"quantile","ILI incidence","HU"
2026-02-18,1,2026-02-15,0.75,883,"quantile","ILI incidence","HU"
2026-02-18,1,2026-02-15,0.8,884.4,"quantile","ILI incidence","HU"
2026-02-18,1,2026-02-15,0.85,890.3,"quantile","ILI incidence","HU"
2026-02-18,1,2026-02-15,0.9,902,"quantile","ILI incidence","HU"
2026-02-18,1,2026-02-15,0.95,915,"quantile","ILI incidence","HU"
2026-02-18,1,2026-02-15,0.975,923.1,"quantile","ILI incidence","HU"
2026-02-18,1,2026-02-15,0.99,937.16,"quantile","ILI incidence","HU"
2026-02-18,1,2026-02-15,0.01,33.96,"quantile","ILI incidence","IE"
2026-02-18,1,2026-02-15,0.025,35.475,"quantile","ILI incidence","IE"
2026-02-18,1,2026-02-15,0.05,36.95,"quantile","ILI incidence","IE"
2026-02-18,1,2026-02-15,0.1,38,"quantile","ILI incidence","IE"
2026-02-18,1,2026-02-15,0.15,40,"quantile","ILI incidence","IE"
2026-02-18,1,2026-02-15,0.2,42,"quantile","ILI incidence","IE"
2026-02-18,1,2026-02-15,0.25,43,"quantile","ILI incidence","IE"
2026-02-18,1,2026-02-15,0.3,44,"quantile","ILI incidence","IE"
2026-02-18,1,2026-02-15,0.35,45,"quantile","ILI incidence","IE"
2026-02-18,1,2026-02-15,0.4,46,"quantile","ILI incidence","IE"
2026-02-18,1,2026-02-15,0.45,47,"quantile","ILI incidence","IE"
2026-02-18,1,2026-02-15,0.5,47,"quantile","ILI incidence","IE"
2026-02-18,1,2026-02-15,0.55,48,"quantile","ILI incidence","IE"
2026-02-18,1,2026-02-15,0.6,49,"quantile","ILI incidence","IE"
2026-02-18,1,2026-02-15,0.65,50,"quantile","ILI incidence","IE"
2026-02-18,1,2026-02-15,0.7,51,"quantile","ILI incidence","IE"
2026-02-18,1,2026-02-15,0.75,52,"quantile","ILI incidence","IE"
2026-02-18,1,2026-02-15,0.8,52.2,"quantile","ILI incidence","IE"
2026-02-18,1,2026-02-15,0.85,54,"quantile","ILI incidence","IE"
2026-02-18,1,2026-02-15,0.9,56.1,"quantile","ILI incidence","IE"
2026-02-18,1,2026-02-15,0.95,58,"quantile","ILI incidence","IE"
2026-02-18,1,2026-02-15,0.975,58.525,"quantile","ILI incidence","IE"
2026-02-18,1,2026-02-15,0.99,61.04,"quantile","ILI incidence","IE"
2026-02-18,1,2026-02-15,0.01,455.99,"quantile","ILI incidence","IT"
2026-02-18,1,2026-02-15,0.025,468,"quantile","ILI incidence","IT"
2026-02-18,1,2026-02-15,0.05,471.9,"quantile","ILI incidence","IT"
2026-02-18,1,2026-02-15,0.1,478.7,"quantile","ILI incidence","IT"
2026-02-18,1,2026-02-15,0.15,481,"quantile","ILI incidence","IT"
2026-02-18,1,2026-02-15,0.2,483.8,"quantile","ILI incidence","IT"
2026-02-18,1,2026-02-15,0.25,485.75,"quantile","ILI incidence","IT"
2026-02-18,1,2026-02-15,0.3,490.7,"quantile","ILI incidence","IT"
2026-02-18,1,2026-02-15,0.35,493.65,"quantile","ILI incidence","IT"
2026-02-18,1,2026-02-15,0.4,497,"quantile","ILI incidence","IT"
2026-02-18,1,2026-02-15,0.45,500.55,"quantile","ILI incidence","IT"
2026-02-18,1,2026-02-15,0.5,503.5,"quantile","ILI incidence","IT"
2026-02-18,1,2026-02-15,0.55,508,"quantile","ILI incidence","IT"
2026-02-18,1,2026-02-15,0.6,510,"quantile","ILI incidence","IT"
2026-02-18,1,2026-02-15,0.65,511,"quantile","ILI incidence","IT"
2026-02-18,1,2026-02-15,0.7,515.3,"quantile","ILI incidence","IT"
2026-02-18,1,2026-02-15,0.75,523,"quantile","ILI incidence","IT"
2026-02-18,1,2026-02-15,0.8,526,"quantile","ILI incidence","IT"
2026-02-18,1,2026-02-15,0.85,530,"quantile","ILI incidence","IT"
2026-02-18,1,2026-02-15,0.9,540,"quantile","ILI incidence","IT"
2026-02-18,1,2026-02-15,0.95,546.25,"quantile","ILI incidence","IT"
2026-02-18,1,2026-02-15,0.975,552.05,"quantile","ILI incidence","IT"
2026-02-18,1,2026-02-15,0.99,565.15,"quantile","ILI incidence","IT"
2026-02-18,1,2026-02-15,0.01,568.97,"quantile","ILI incidence","LV"
2026-02-18,1,2026-02-15,0.025,571.475,"quantile","ILI incidence","LV"
2026-02-18,1,2026-02-15,0.05,582.65,"quantile","ILI incidence","LV"
2026-02-18,1,2026-02-15,0.1,600.7,"quantile","ILI incidence","LV"
2026-02-18,1,2026-02-15,0.15,604.85,"quantile","ILI incidence","LV"
2026-02-18,1,2026-02-15,0.2,613,"quantile","ILI incidence","LV"
2026-02-18,1,2026-02-15,0.25,615.75,"quantile","ILI incidence","LV"
2026-02-18,1,2026-02-15,0.3,617,"quantile","ILI incidence","LV"
2026-02-18,1,2026-02-15,0.35,620,"quantile","ILI incidence","LV"
2026-02-18,1,2026-02-15,0.4,621.6,"quantile","ILI incidence","LV"
2026-02-18,1,2026-02-15,0.45,624.55,"quantile","ILI incidence","LV"
2026-02-18,1,2026-02-15,0.5,627.5,"quantile","ILI incidence","LV"
2026-02-18,1,2026-02-15,0.55,632,"quantile","ILI incidence","LV"
2026-02-18,1,2026-02-15,0.6,636,"quantile","ILI incidence","LV"
2026-02-18,1,2026-02-15,0.65,637.35,"quantile","ILI incidence","LV"
2026-02-18,1,2026-02-15,0.7,641,"quantile","ILI incidence","LV"
2026-02-18,1,2026-02-15,0.75,643,"quantile","ILI incidence","LV"
2026-02-18,1,2026-02-15,0.8,644.2,"quantile","ILI incidence","LV"
2026-02-18,1,2026-02-15,0.85,648.3,"quantile","ILI incidence","LV"
2026-02-18,1,2026-02-15,0.9,655.1,"quantile","ILI incidence","LV"
2026-02-18,1,2026-02-15,0.95,667.05,"quantile","ILI incidence","LV"
2026-02-18,1,2026-02-15,0.975,670.525,"quantile","ILI incidence","LV"
2026-02-18,1,2026-02-15,0.99,676.17,"quantile","ILI incidence","LV"
2026-02-18,1,2026-02-15,0.01,357.96,"quantile","ILI incidence","LT"
2026-02-18,1,2026-02-15,0.025,363.9,"quantile","ILI incidence","LT"
2026-02-18,1,2026-02-15,0.05,368.95,"quantile","ILI incidence","LT"
2026-02-18,1,2026-02-15,0.1,370,"quantile","ILI incidence","LT"
2026-02-18,1,2026-02-15,0.15,379.7,"quantile","ILI incidence","LT"
2026-02-18,1,2026-02-15,0.2,381,"quantile","ILI incidence","LT"
2026-02-18,1,2026-02-15,0.25,382,"quantile","ILI incidence","LT"
2026-02-18,1,2026-02-15,0.3,384.7,"quantile","ILI incidence","LT"
2026-02-18,1,2026-02-15,0.35,389,"quantile","ILI incidence","LT"
2026-02-18,1,2026-02-15,0.4,392.8,"quantile","ILI incidence","LT"
2026-02-18,1,2026-02-15,0.45,396.55,"quantile","ILI incidence","LT"
2026-02-18,1,2026-02-15,0.5,398,"quantile","ILI incidence","LT"
2026-02-18,1,2026-02-15,0.55,399.45,"quantile","ILI incidence","LT"
2026-02-18,1,2026-02-15,0.6,402,"quantile","ILI incidence","LT"
2026-02-18,1,2026-02-15,0.65,404.35,"quantile","ILI incidence","LT"
2026-02-18,1,2026-02-15,0.7,410.3,"quantile","ILI incidence","LT"
2026-02-18,1,2026-02-15,0.75,415.25,"quantile","ILI incidence","LT"
2026-02-18,1,2026-02-15,0.8,419.2,"quantile","ILI incidence","LT"
2026-02-18,1,2026-02-15,0.85,421.3,"quantile","ILI incidence","LT"
2026-02-18,1,2026-02-15,0.9,426,"quantile","ILI incidence","LT"
2026-02-18,1,2026-02-15,0.95,432,"quantile","ILI incidence","LT"
2026-02-18,1,2026-02-15,0.975,434.575,"quantile","ILI incidence","LT"
2026-02-18,1,2026-02-15,0.99,443.01,"quantile","ILI incidence","LT"
2026-02-18,1,2026-02-15,0.01,7905.84,"quantile","ILI incidence","LU"
2026-02-18,1,2026-02-15,0.025,7925.375,"quantile","ILI incidence","LU"
2026-02-18,1,2026-02-15,0.05,7953.05,"quantile","ILI incidence","LU"
2026-02-18,1,2026-02-15,0.1,7973.7,"quantile","ILI incidence","LU"
2026-02-18,1,2026-02-15,0.15,8005.7,"quantile","ILI incidence","LU"
2026-02-18,1,2026-02-15,0.2,8016.4,"quantile","ILI incidence","LU"
2026-02-18,1,2026-02-15,0.25,8032,"quantile","ILI incidence","LU"
2026-02-18,1,2026-02-15,0.3,8046.5,"quantile","ILI incidence","LU"
2026-02-18,1,2026-02-15,0.35,8051.65,"quantile","ILI incidence","LU"
2026-02-18,1,2026-02-15,0.4,8058,"quantile","ILI incidence","LU"
2026-02-18,1,2026-02-15,0.45,8064.2,"quantile","ILI incidence","LU"
2026-02-18,1,2026-02-15,0.5,8071,"quantile","ILI incidence","LU"
2026-02-18,1,2026-02-15,0.55,8086.9,"quantile","ILI incidence","LU"
2026-02-18,1,2026-02-15,0.6,8103,"quantile","ILI incidence","LU"
2026-02-18,1,2026-02-15,0.65,8117.75,"quantile","ILI incidence","LU"
2026-02-18,1,2026-02-15,0.7,8128.6,"quantile","ILI incidence","LU"
2026-02-18,1,2026-02-15,0.75,8153,"quantile","ILI incidence","LU"
2026-02-18,1,2026-02-15,0.8,8168.4,"quantile","ILI incidence","LU"
2026-02-18,1,2026-02-15,0.85,8193.6,"quantile","ILI incidence","LU"
2026-02-18,1,2026-02-15,0.9,8215.4,"quantile","ILI incidence","LU"
2026-02-18,1,2026-02-15,0.95,8233.3,"quantile","ILI incidence","LU"
2026-02-18,1,2026-02-15,0.975,8259.425,"quantile","ILI incidence","LU"
2026-02-18,1,2026-02-15,0.99,8307.05,"quantile","ILI incidence","LU"
2026-02-18,1,2026-02-15,0.01,11131.92,"quantile","ILI incidence","MT"
2026-02-18,1,2026-02-15,0.025,11190.125,"quantile","ILI incidence","MT"
2026-02-18,1,2026-02-15,0.05,11232.6,"quantile","ILI incidence","MT"
2026-02-18,1,2026-02-15,0.1,11241.7,"quantile","ILI incidence","MT"
2026-02-18,1,2026-02-15,0.15,11274.1,"quantile","ILI incidence","MT"
2026-02-18,1,2026-02-15,0.2,11299.6,"quantile","ILI incidence","MT"
2026-02-18,1,2026-02-15,0.25,11308.25,"quantile","ILI incidence","MT"
2026-02-18,1,2026-02-15,0.3,11321.3,"quantile","ILI incidence","MT"
2026-02-18,1,2026-02-15,0.35,11334.95,"quantile","ILI incidence","MT"
2026-02-18,1,2026-02-15,0.4,11344,"quantile","ILI incidence","MT"
2026-02-18,1,2026-02-15,0.45,11358,"quantile","ILI incidence","MT"
2026-02-18,1,2026-02-15,0.5,11367.5,"quantile","ILI incidence","MT"
2026-02-18,1,2026-02-15,0.55,11382,"quantile","ILI incidence","MT"
2026-02-18,1,2026-02-15,0.6,11390.4,"quantile","ILI incidence","MT"
2026-02-18,1,2026-02-15,0.65,11409.15,"quantile","ILI incidence","MT"
2026-02-18,1,2026-02-15,0.7,11422.3,"quantile","ILI incidence","MT"
2026-02-18,1,2026-02-15,0.75,11438.25,"quantile","ILI incidence","MT"
2026-02-18,1,2026-02-15,0.8,11448,"quantile","ILI incidence","MT"
2026-02-18,1,2026-02-15,0.85,11466.45,"quantile","ILI incidence","MT"
2026-02-18,1,2026-02-15,0.9,11495.5,"quantile","ILI incidence","MT"
2026-02-18,1,2026-02-15,0.95,11507.4,"quantile","ILI incidence","MT"
2026-02-18,1,2026-02-15,0.975,11536.95,"quantile","ILI incidence","MT"
2026-02-18,1,2026-02-15,0.99,11570.23,"quantile","ILI incidence","MT"
2026-02-18,1,2026-02-15,0.01,24.99,"quantile","ILI incidence","NL"
2026-02-18,1,2026-02-15,0.025,25.475,"quantile","ILI incidence","NL"
2026-02-18,1,2026-02-15,0.05,28.9,"quantile","ILI incidence","NL"
2026-02-18,1,2026-02-15,0.1,31.9,"quantile","ILI incidence","NL"
2026-02-18,1,2026-02-15,0.15,34,"quantile","ILI incidence","NL"
2026-02-18,1,2026-02-15,0.2,34.8,"quantile","ILI incidence","NL"
